|condition|elevator|energy_class|floor|housetype|neighborhood|price|price_per_square_meter|number_of_rooms|rooms|square_meters|year
3019|tyyd.|ei||6/8|kt|Kruununhaka|696000|5705|4|h,k|122,00|1929
3020|hyvä|on|A2007|3/4|kt|Arabianranta|630000|5780|4|H+KT+S|109,00|2013
3021|hyvä|ei|E|2/2|ok|Torpparinmäki|395000|3559|4|-5h, k, kph/2w...|111,00|1997
3022|hyvä|ei||-1/3|rt|Puistola|345000|2300|4|h+k+tkh+2Xkph+...|150,00|1998
3023|tyyd.|on|F|3/6|kt|Koskela|215000|2500|4|h, k, kh, vh, ...|86,00|1972
3024|hyvä|on|E|3/4|kt|Laajasalo|230000|2629|4| h, k, 2 kph, p|87,50|1967
3025|hyvä|ei|E|2/3|kt|Veräjämäki|350000|3911|4|h, k, lasitett...|89,50|1978
3026|tyyd.|ei||2/2|kt|Lassila|262000|2895|4|h, k, s, parv.|90,50|1984
3027|hyvä|ei|G|2/3|kt|Veräjämäki|391000|4160|4|h, k, kph, eri...|94,00|1963
3028|hyvä|ei|F|1/3|kt|Suurmetsä|150000|1546|4|h, k|97,00|1972
3029|hyvä|on||8/10|kt|Niemenmäki|545000|4580|5|h, avokeitti...|119,00|1962
3030|hyvä|ei||-1/2|ok|Itä-pakila|480000|3582|5|h, k, kph, s, ...|134,00|2013
3031|hyvä|ei||-1/2|rt|Reimarla|432000|2919|4|-5h,k,th,sauna...|148,00|1996
3032|hyvä|ei|E2007|-1/2|rt|Veräjämäki|530000|3193|4|h, k, takkahuo...|166,00|1990
3033|hyvä|on|D|2/7|kt|Kamppi|860000|4804|6|h, oh, k, kph,...|179,00|1932
3034|hyvä|ei|E|-1/2|rt|Herttoniemi|750000|4144|3|-4 h, k, 2 kph...|181,00|2006
3035|tyyd.|on|C|7/8|kt|Vuosaari|270000|3484|4|h, k, sauna, w...|77,50|2006
3036|tyyd.|ei|F|-1/2|kt|Meri-rastila|185000|2067|4|h, k, kph, eri...|89,50|1991
3037|hyvä|ei||1/1|rt|Tammisalo|650000|4745|5|h, k, ylä...|137,00|1985
3038|hyvä|ei|E|-1/2|ok|Suutarila|420000|2727|4|h, k, s, khh, ...|154,00|1998
3039|hyvä|ei||1/2|rt|Itä-pakila|482000|2957|6|h, 5xh, avok, ...|163,00|2007
3040|hyvä|on||6/7|kt|Kamppi|1245000|7367|5| h, kt, s|169,00|2016
3041|hyvä|ei||2/2|rt|Paloheinä|530000|3118|5| h, k, 2kph/2w...|170,00|1980
3042|hyvä|ei|D|1/2|rt|Viikki|383000|4074|4|h, k, s, erill...|94,00|2001
3043|huono|on|F|2/5|kt|Kannelmäki|222000|2277|4|h,k, kph, wc, ...|97,50|1980
3044|tyyd.|on||3/5|kt|Herttoniemi|490000|4876|4|h, k, rt, vh, ...|100,50|2001
3045|tyyd.|ei|E2007|2/2|rt|Oulunkylä|430000|3644|5|h, k, kph, s, ...|118,00|1988
3046|tyyd.|on|D2007|1/7|kt|Puotinharju|155000|1658|4|h, k, kph, eri...|93,50|1965
3047|hyvä|ei||3/3|rt|Itä-pakila|460000|3802|4|-5h, k, 2kph/3...|121,00|1991
3048|hyvä|ei|G|1/3|kt|Kontula|185000|2202|4|h+k|84,00|1965
3049|hyvä|on|F2007|1/6|kt|Etu-Töölö|688000|5677|5| h, avokeitti&...|121,20|1923
3050|tyyd.|ei||1/3|ok|Länsi-pakila|440000|3520|5|-6 h, avok/rt/...|125,00|1989
3051|hyvä|on|C|1/7|kt|Jätkäsaari|880000|6354|3| h+k+s+kph+wc+...|138,50|2016
3052|tyyd.|ei|| |kt|Toukola|390000|2438|4|h, 4 kk, 4 kph|160,00|1925
3053|hyvä|ei|F|3/4|kt|Myllypuro|169000|1857|4| h,k|91,00|1965
3054|hyvä|ei||1/1|rt|Konala|275000|3022|4|h+k+kph-s+eril...|91,00|1971
3055|hyvä|ei|A2007|1/2|rt|Viikki|377962|4064|4|h, k, erill.wc...|93,00|2012
3056|tyyd.|ei||1/1|rt|Tapaninvainio|262000|2393|4|-5h, k, s, kph...|109,50|1988
3057|hyvä|on||-1/2|rt|Malminkartano|320000|3005|4|-5h, k, 2xkph,...|106,50|2008
3058|hyvä|ei||2/2|rt|Etelä-haaga|535000|4007|4|h+k+khh+kph+s+...|133,50|1994
3059|huono|ei||1/3|rt|Etelä-haaga|530000|2677|5|h,k,halli,saun...|198,00|1959
3060|tyyd.|on|F2007|2/3|kt|Vuosaari|100000|1205|4|h+k|83,00|1965
3061|tyyd.|ei||1/2|rt|Tapulikaupunki|231000|2484|4|-5h+k+kph+s|93,00|1978
3062|hyvä|ei||1/2|rt|Viikinmäki|413385|4218|4|h+k+s+var+ulko...|98,00|2014
3063|tyyd.|on|F|4/5|kt|Munkkiniemi|665000|5257|4| h + k + halli...|126,50|1936
3064|tyyd.|ei|E| |rt|Tammisalo|435000|3295|5|h, k, s, 2 wc,...|132,00|1978
3065|hyvä|on|C|5/7|kt|Aurinkolahti|350000|4000|4|h, avokeitti...|87,50|2006
3066|hyvä|on|B|6/7|kt|Lauttasaari|749000|6628|4|h, kt, kph, er...|113,00|2013
3067|tyyd.|ei|D|1/2|rt|Oulunkylä|333000|3505|4|h+k|95,00|1991
3068|hyvä|ei||2/6|kt|Etu-Töölö|903029|6946|5|h+k|130,00|1920
3069|tyyd.|ei||5/6|kt|Taka-Töölö|380000|4935|4|h+k (Toteutus ...|77,00|1975
3070|tyyd.|ei||1/2|rt|Pihlajamäki|258000|2457|4|h+k+kh+wc+s|105,00|1973
3071|tyyd.|ei||2/3|kt|Roihuvuori|284968|3433|4|h, k,  parv.|83,00|1957
3072|tyyd.|ei|E|-1/2|rt|Länsi-pakila|332000|3423|4|-5h, k, terass...|97,00|1964
3073|hyvä|ei|C|1/2|rt|Munkkiniemi|1665000|6796|1|66/79m2 (yht 2...|245,00|2015
3074|hyvä|ei||-1/1|ok|Landbo|420000|2585|4|mh, oh, rh, k,...|162,50|2000
3075|tyyd.|ei||5/6|kt|Etu-Töölö|570000|4983|4|h+kk+eteishall...|114,40|1921
3076|huono|ei|E2007|3/4|kt|Pajamäki|268000|3153|4| h+k|85,00|1959
3077|tyyd.|on||4/5|kt|Kruununhaka|530000|6163|4|h+k+kph+wc|86,00|1939
3078|huono|ei||3/4|kt|Lauttasaari|326000|4179|4|h+k+kph|78,00|1960
3079|hyvä|ei|D2007|3/3|kt|Myllypuro|167000|1815|4|h+k+kph+wc+vh+...|92,00|1965
3080|huono|on|E|3/6|kt|Keski-Töölö|438000|4380|4|h, k, 3 mh, et...|100,00|1926
3081|hyvä|ei|E|1/2|rt|Tapanila|308000|3348|4| h+k+s+terassi...|92,00|1990
3082|tyyd.|ei||-1/2|rt|Puistola|249929|2450|3|-4h+k+kph+s|102,00|1990
3083|tyyd.|ei|D2007|3/4|kt|Haaga|316000|4329|4| h, k, kph, vh...|73,00|1952
3084|hyvä|ei||3/7|kt|Kannelmäki|305000|3935|4|h,k,kph,s,wc,l...|77,50|2005
3085|hyvä|ei|E|1/2|rt|Kurkimäki|236000|2728|4|h,k,rt,s,kph,w...|86,50|1987
3086|tyyd.|ei||-1/2|ok|Länsi-pakila|290000|3222|3| h, k, rh,  2w...|90,00|1949
3087|hyvä|ei||1/1|rt|Länsi-pakila|345000|3000|4| h, k, kph, wc...|115,00|1946
3088|hyvä|ei|D|-1/3|rt|Lauttasaari|585000|4815|5| h, k, s, p, w...|121,50|1980
3089|tyyd.|on|F2007|1/3|kt|Laajasalo|579000|4226|4|-5h, k, khh, k...|137,00|1972
3090|tyyd.|on|G|6/6|kt|Pohjois-haaga|295000|3734|4|h, k, eteinen,...|79,00|1954
3091|hyvä|ei|F|2/2|kt|Tammisalo|276000|3366|3|-4h, k, kph, w...|82,00|1969
3092|hyvä|ei||2/2|rt|Maunula|303000|3315|4| h, k, 2kph/wc...|91,40|1952
3093|tyyd.|ei|F|3/4|kt|Ruskeasuo|400000|4301|4| h, k, kph, p|93,00|1950
3094|hyvä|on|C|3/8|kt|Etu-Töölö|792000|6978|4|h, k, s, parveke|113,50|2016
3095|huono|on|G|3/6|kt|Punavuori|923000|5994|5|h, k, kph, wc,...|154,00|1923
3096|hyvä|ei||-1/2|ok|Suutarila|477500|3022|5|h, k, 2xkph, s...|158,00|2002
3097|tyyd.|ei|E2007|1/2|rt|Munkkivuori|380000|4634|3| h, k, kh, ask...|82,00|1959
3098|hyvä|ei|F|3/3|kt|Mellunmäki|206000|2191|4|h, k, s, las.p...|94,00|1969
3099|huono|ei||1/2|ok|Paloheinä|190472|1814|4|h,k,s.os, takkah.|105,00|1949
3100|hyvä|ei||1/1|rt|Länsi-pakila|380000|3486|4| h + k + ruokt...|109,00|1971
3101|huono|on||1/4|kt|Lauttasaari|439000|3720|5|h, k, kph, wc,...|118,00|1963
3102|tyyd.|ei|G|1/2|rt|Tammisalo|420000|2675|3|-4 h, k, th, 2...|157,00|1978
3103|hyvä|ei||1/2|rt|Oulunkylä|477500|2744|4|h, k,  3-4 mh,...|174,00|1981
3104|tyyd.|ei|G2007|3/3|kt|Kontula|137000|1473|4|h,k,kph,wc,par...|93,00|1970
3105|hyvä|on|E|1/4|kt|Lauttasaari|600000|5571|5|h, ruokailut.,...|107,70|1960
3106|hyvä|ei||1/2|rt|Myllypuro/myllykylä|334662|3579|4|h+k+s+parveke+...|93,50|2015
3107|huono|on|E|7/7|kt|Lauttasaari|415500|4722|4|h, k, kph, wc,...|88,00|1970
3108|hyvä|ei||1/3|ok|Puistola|368000|3957||k: k, rt, oh, ...|93,00|1951
3109|tyyd.|ei|E| |rt|Kannelmäki|169000|1748|4|h, k, s, kph, ...|96,70|1974
3110|tyyd.|ei|G|2/3|kt|Kivihaka|390000|3377|5|h,k,kk 2kph, 2...|115,50|1978
3111|hyvä|on||6/6|kt|Munkkiniemi|738000|6150|5|h,k,halli,kph,...|120,00|1953
3112|huono|on|F|6/6|kt|Taka-töölö|767000|4648|4|h, halli, keit...|165,00|1938
3113|hyvä|ei|D|1/2|rt|Pihlajamäki|256000|3200|4|h, k, s, ak, i...|80,00|1985
3114|hyvä|on|F2007|4/5|kt|Lehtisaari|326500|3855|4| h, k, kph, s,...|84,70|1967
3115| |on|E2007|3/5|kt|Pihlajamäki|204000|2267|4|h+k+s|90,00|1978
3116|hyvä|ei||1/1|rt|Itä-pakila|377600|3893|5|h, avok., kph,...|97,00|1965
3117|tyyd.|ei|D|-1/4|kt|Katajanokka|480000|4593|4|h, avok, kph, ...|104,50|1984
3118|tyyd.|ei||1/2|ok|Puistola|359000|2849|4|-5 h, k, khh, ...|126,00|1982
3119|tyyd.|ei|E2007|1/3|kt|Pihlajamäki|160000|2370|3|-4 h, k, kph, ...|67,50|1962
3120|hyvä|ei|F2007|1/1|rt|Länsi-pakila|348000|3178|4|-5 h, k, kh/s,...|109,50|1974
3121|tyyd.|ei|C2007| |ok|Tapaninvainio|295000|2588|5|h,k,s,kph,tkh,...|114,00|1948
3122|tyyd.|ei||4/5|kt|Ullanlinna|1850001|9218|5|h,k|200,70|1890
3123|tyyd.|on|E2007|2/6|kt|Lauttasaari|390000|4358|4|h, k, wc, kph,...|89,50|1980
3124|hyvä|ei|F|3/3|kt|Munkkivuori|332000|3551|4|-5h, k, vh, kp...|93,50|1992
3125|hyvä|on|F|4/6|kt|Taka-töölö|635000|5036|3|h - 4 h, k, vh...|126,10|1926
3126|hyvä|ei||-1/2|ok|Malmi|435000|3199|5|-6h+k+rt+kphx2...|136,00|1987
3127|tyyd.|ei||1/1|rt|Tammisalo|450000|3309|5|h, k, s, at|136,00|1968
3128|hyvä|ei||-1/2|ok|Itä-pakila|670000|3895|6|-7h, k, khh, 2...|172,00|2003
3129|tyyd.|ei|E|2/2|rt|Kurkimäki|225000|2459|4|h,k,s,kph,WC p...|91,50|1987
3130|hyvä|ei|E|1/2|rt|Tapaninkylä|313481|2774|4|h, k, kph/s, 2...|113,00|1971
3131|hyvä|on|D2007|3/7|kt|Hietalahti|1090000|7219|4|h, avok., saun...|151,00|1927
3132|hyvä|on|F2007|3/3|kt|Laajasalo|167000|3181|2|h+k|52,50|1972
3133|hyvä|on|G2007|1/10|kt|Munkkivuori|387500|4506|4| h, k, kph, pa...|86,00|1957
3134|hyvä|ei||-1/2|rt|Oulunkylä|371000|3198|5|h, k, s|116,00|1984
3135|hyvä|ei||2/5|kt|Herttoniemi|296865|3665|4|hks|81,00|2000
3136|hyvä|ei|F2012|1/2|kt|Ylä-malmi|225000|2830|4|h, k, kph, eri...|79,50|1988
3137|tyyd.|on|E|2/6|kt|Lauttasaari|400000|4819|4|h, k, parveke|83,00|1974
3138|hyvä|ei|E2013|1/1|ok|Puistola|305000|2629|4|h, keittiö...|116,00|1988
3139|tyyd.|ei|E|1/2|rt|Tapaninvainio|332000|1886|6|h+k+huoltotilat|176,00|1976
3140|tyyd.|on|E|1/6|kt|Lauttasaari|400000|4469|4| h, avokeitti&...|89,50|1980
3141|tyyd.|ei|E2007|1/2|rt|Kurkimäki|226000|2318|5|h, k, s, kph, ...|97,50|1987
3142|hyvä|on|C|7/8|kt|Etu-Töölö|835000|7804|4|h, k, kph, s, ...|107,00|2015
3143|huono|ei|D2007|4/4|kt|Munkkivuori|510000|3517|5|-6 h, k, 2xp|145,00|1957
3144|tyyd.|ei|F2007|1/3|kt|Puotila|220528|2564|4| h, k, kph, er...|86,00|1961
3145|hyvä|ei||1/1|rt|Länsi-pakila|355000|3901|4| h, k, kph/2wc...|91,00|1994
3146|hyvä|on|F|-1/2|rt|Viikki|383000|3596|4|h, k, s, erill...|106,50|2005
3147|hyvä|on||6/8|kt|Kruununhaka|1340000|6997|5|h, k, halli, k...|191,50|1927
3148|hyvä|ei|C|1/1|rt|Hevossalmi|345000|4157|4|h, k, kph, s, ...|83,00|1990
3149|hyvä|ei|| |ok|Landbo|399000|3192|5|h, k, rt, s, p...|125,00|2000
3150|hyvä|ei||1/3|kt|Vesala|186000|2188|4|h+k, wc, kph, ...|85,00|1986
3151|hyvä|on|G|6/6|kt|Herttoniemi|430000|4195|4|h, k, s/kph, e...|102,50|2007
3152|huono|ei|E|2/3|kt|Pohjois-haaga|157000|2166|4|h,k,kph, kaksi...|72,50|1954
3153|tyyd.|ei|G|3/3|kt|Kontula|135000|1508|4|h, k|89,50|1967
3154|hyvä|on|A2007|4/4|kt|Länsi-pasila|693000|7452|4|h+avok+kph+s+e...|93,00|2013
3155|tyyd.|on|E2007|5/6|kt|Pikku-huopalahti|395000|4136|4|h, k, p|95,50|1993
3156|tyyd.|on|E|6/6|kt|Vattuniemi|450000|4592|4|h, k, kph, wc,...|98,00|1973
3157|hyvä|ei||-1/2|ok|Torpparinmäki|448000|4073|4|-5h, k, s, kph...|110,00|2017
3158|hyvä|ei||1/1|rt|Heikinlaakso|339000|1994|5|h+k+sauna+pesu...|170,00|1971
3159|tyyd.|ei||2/3|kt|Etelä-haaga, haaga|368000|4329|4|h,k,kph,parveke|85,00|1958
3160|tyyd.|on|G|2/4|kt|Konala|220000|2857|4| h, k, vh, las...|77,00|1970
3161|tyyd.|ei||1/3|ok|Tapaninvainio|320000|3333|4| h, k, ask.h, ...|96,00|1952
3162|tyyd.|on|E|6/6|kt|Lauttasaari|511571|5247|4|h, k, p, kph, wc|97,50|1973
3163|hyvä|ei|E|-1/2|rt|Puistola|185000|1888|4|h+k+kph+s|98,00|1977
3164|tyyd.|ei|E2007|-1/2|ok|Konala|320000|2857|4|h, k, 2 x kph,...|112,00|2004
3165|tyyd.|ei||1/2|rt|Marjaniemi|548000|3582|4| h, k, kph (2 ...|153,00|1989
3166|hyvä|ei|| |ok|Suutarila|570000|2727|5|h, avok, 2xkph...|209,00|2012
3167|huono|ei|F|2/3|kt|Pihlajamäki|167000|2049|4|h, k, kph. las...|81,50|1963
3168|tyyd.|on|E2007|4/4|kt|Laajasalo|230000|2722|4|h, k, kh, wc, ...|84,50|1967
3169|hyvä|ei||1/3|kt|Ruskeasuo|455000|5291|4|h, k, kph, eri...|86,00|1951
3170|hyvä|on||2/5|kt|Aurinkolahti|446709|4605|4|h, k, s, lasit...|97,00|2016
3171|hyvä|ei|F|2/2|kt|Veräjämäki|460000|3840|5|-6h, k, kph, l...|119,80|1964
3172|hyvä|ei|D|1/2|rt|Veräjämäki|410000|2971|5|h, avok, 2 eri...|138,00|1971
3173|hyvä|on||4/6|kt|Munkkiniemi|510000|6538|3|-4h, keitti...|78,00|1939
3174|huono|on|F|7/7|kt|Taka-töölö|510000|5368|4| h, 2 vh, kph,...|95,00|1953
3175|tyyd.|ei|E|1/1|rt|Itä-pakila|259500|2675|4|h+k|97,00|1969
3176|tyyd.|on|F|6/6|kt|Taka-töölö|540000|5567|4| h, k, kph, wc|97,00|1925
3177|hyvä|ei||-1/2|ok|Tapaninvainio|345000|2654|5|-6h+k+rt+s+2xk...|130,00|1999
3178|hyvä|ei||4/4|kt|Hermanni|430000|4624|4|h, k, rt, kph,...|93,00|1960
3179|hyvä|ei|F|1/2|kt|Munkkiniemi|920000|6345|4|h+k+kph|145,00|1929
3180|huono|ei|E|1/2|rt|Länsi-pakila|410000|1723|6| h+k+kph+2 wc+...|238,00|1971
3181|hyvä|ei|E|-1/2|rt|Paloheinä|310000|3563|4|h+k+kph+s|87,00|1996
3182|tyyd.|on|D2007|4/5|kt|Malminkartano|212000|2423|4| H, k, kph, er...|87,50|1983
3183|tyyd.|ei||1/1|rt|Itä-pakila|354000|2493|5|h, kk, 2 x kph...|142,00|1963
3184|tyyd.|ei|D2007|1/2|rt|Pihlajamäki|240000|3000|4| h, k, erill.w...|80,00|1985
3185|hyvä|on|A2007|2/4|kt|Pasila|510000|5829|4|h, k, s|87,50|2013
3186|hyvä|ei||1/2|rt|Paloheinä|335000|3641|4|h, k, kph, s, ...|92,00|1985
3187|tyyd.|on||3/6|kt|Punavuori|615000|5491|5|h, k, rt, kph,...|112,00|1977
3188|hyvä|on||-1/6|kt|Ullanlinna|1000000|5141|5|h+k+2kph+s+khh...|194,50|1935
3189|hyvä|ei||1/2|rt|Paloheinä|460000|6571|4| h, k  70 m2 j...|70,00|2009
3190|tyyd.|ei||4/6|kt|Punavuori|1295000|7551|5|h,k|171,50|1904
3191|hyvä|ei|E2007|1/3|kt|Etelä-haaga|329000|4507|3|-4 h, avokeitt...|73,00|1953
3192|hyvä|ei|E|2/3|kt|Taka-töölö|560000|5234|4| h, k, kph, wc...|107,00|1939
3193|tyyd.|on|D2007|2/6|kt|Kruununhaka|680000|5574|4|h+k|122,00|1920
3194|hyvä|on|G|2/3|kt|Lauttasaari|612000|4896|4|-5 h, k, s, p|125,00|1968
3195|hyvä|ei|E|1/2|rt|Oulunkylä|580000|3515|5| h, avok., rt,...|165,00|2003
3196|hyvä|on|F|1/4|kt|Pohjois-Meilahti|401000|5013|4| h, k, kph, er...|80,00|1947
3197|hyvä|ei||1/2|rt|Mäkkylä|378500|3922|4|h,k,s,autokatos|96,50|2004
3198|hyvä|ei||1/2|rt|Oulunkylä|399000|4071|2|mh, oh, avok, ...|98,00|1980
3199|hyvä|ei|E|1/1|rt|Länsi-pakila|410000|3445|4|-5h + k + s|119,00|1972
3200|hyvä|ei|C| |rt|Vartiokylä|440000|3548|4|h, k, saunaosa...|124,00|2017
3201|hyvä|ei||-1/2|ok|Suutarila|455000|3074|6|h, k, rt, 2x k...|148,00|2010
3202|hyvä|on||3/8|kt|Eira|1560000|8211|4|h, kt, rt, 2 k...|190,00|2007
3203|hyvä|on|D2007|2/4|kt|Katajanokka|900000|4206|6| huonetta, kei...|214,00|1897
3204|tyyd.|ei|F2007|1/2|rt|Malminkartano|215000|2529|4|h+k+s|85,00|1982
3205|hyvä|ei|E|3/3|kt|Oulunkylä|350000|4070|4|h, k, kph, eri...|86,00|1964
3206|tyyd.|ei||1/1|rt|Laajasalo|317000|3390|3|-4h+k, kph/s, ...|93,50|1988
3207|hyvä|ei||1/1|rt|Länsi-pakila|330000|3337|4|h, k, rt, kph,...|98,90|1973
3208|tyyd.|on|E2007|4/4|kt|Lauttasaari|460000|4201|4|h, k|109,50|1963
3209|hyvä|ei|E|-1/2|rt|Herttoniemi|585000|5247|4|h, k, s|111,50|2006
3210|hyvä|ei||1/2|kt|Kuusisaari|572000|4889|5|h, k, kph, s, ...|117,00|1984
3211|hyvä|ei||2/2|ok|Paloheinä|300000|2222|4| h, k, rh, kph...|135,00|1954
3212|hyvä|ei|E2007|-1/2|rt|Herttoniemi|439000|3526|4|h, k, s, lasit...|124,50|1999
3213|tyyd.|ei||1/4|kt|Lauttaaari|503000|4701|5|h, k ,2 parvek...|107,00|1967
3214|tyyd.|ei|F2007|2/3|kt|Vuosaari|205000|2563|4| h + k|80,00|1965
3215|tyyd.|on|D|2/7|kt|Munkkiniemi|428000|4920|3|-4h,k,lasit.p|87,00|1954
3216|hyvä|ei|E|-1/2|kt|Toukola|550000|6322|4|h, k, s, kph, ...|87,00|1921
3217|tyyd.|ei||2/2|rt|Paloheinä|346000|3619|4| h, k, s, 2 wc...|95,60|1993
3218|hyvä|on|C|3/7|kt|Jätkäsaari|1015000|7719|4|(5) h, k, kph,...|131,50|2016
3219|tyyd.|ei|E2007|4/4|kt|Käpylä|256500|4008|4|h+kk|64,00|1944
3220|tyyd.|on|C|1/4|kt|Viikki|310000|3690|4|h+k|84,00|2001
3221|tyyd.|on|E|5/7|kt|Kontula|108000|1227|4|h, k|88,00|1967
3222|tyyd.|ei||1/4|kt|Lauttasaari|478000|5085|4|h, k, kph, p|94,00|1950
3223|tyyd.|on|F2007|2/5|kt|Laajasalo|330000|2946|5|h+k+kph+wc+vh+...|112,00|1966
3224|hyvä|ei|A2007|1/2|rt|Viikki|413000|3591|5|h+k+s|115,00|2013
3225|tyyd.|on|F2007|5/5|kt|Katajanokka|695000|6043|4|h, k, rt, kph,...|115,00|1982
3226|tyyd.|ei||-1/3|ok|Malmi|305000|1906||h, k, ruokailu...|160,00|1953
3227|hyvä|on||7/8|kt|Arabianranta|460000|5111|4|h, k, sauna, l...|90,00|2007
3228|tyyd.|ei||-1/2|rt|Tammisalo|480000|3596|4|h+k+s+parv.+te...|133,50|1990
3229|tyyd.|ei||1/3|rt|Etelä haaga|515000|4087|5|-6h+k+kph+kph/...|126,00|1956
3230|hyvä|on|D|3/4|kt|Taka-töölö|492000|6517|4|h+avok+p|75,50|1912
3231|hyvä|on||2/7|kt|Kamppi|732000|7357|4|h, k, rt, s, e...|99,50|2016
3232|hyvä|ei|E2007| |rt|Oulunkylä|438000|3696|4|-5h, k, kph, s...|118,50|1988
3233|hyvä|on|D2007|4/5|kt|Lassila|305000|3315|4|h+k+kh+wc+parv...|92,00|1980
3234|hyvä|on|C|4/6|kt|Aurinkolahti|417000|3971|4|h, k, s, lasit...|105,00|2007
3235|hyvä|ei||1/2|rt|Kulosaari|518000|4688|4|h+k+s+2erill.w...|110,50|1986
3236|tyyd.|on|E2007|6/6|kt|Kruununhaka|748500|5162|4|h, k, ph, kh, ...|145,00|1951
3237|hyvä|ei||-1/2|ok|Torpparinmäki|388000|3374|5| h, k, 2kph/3w...|115,00|2001
3238|hyvä|ei|| |ok|Vuosaari|490000|3006|3| mh, kirjastoh...|163,00|2004
3239|tyyd.|ei||6/6|kt|Ullanlinna|945000|5693|4|h, k, ph, halli|166,00|1929
3240|hyvä|ei||-1/2|rt|Vuosaari|297000|3536|4|h, k, s|84,00|2004
3241|hyvä|on|C|8/8|kt|Kamppi|656000|7241|4| h, k, p|90,60|1952
3242|hyvä|ei||2/2|rt|Oulunkylä|437000|3817|3|-4h+k+s+p+khh+...|114,50|2005
3243|hyvä|ei|E|-1/2|rt|Kurkimäki|232000|2682|4|h, k, s, erill...|86,50|1987
3244|tyyd.|ei||-1/2|rt|Oulunkylä|298000|2403|4|h, k, kph, s +...|124,00|1963
3245|huono|ei|G2007|1/10|kt|Munkkivuori|273000|3174|5|h, k, kph, par...|86,00|1957
3246|tyyd.|ei|F|1/3|kt|Tapanila|177000|1989|4|h, k|89,00|1987
3247|hyvä|on|D|3/7|kt|Aurinkolahti|380000|3585|4|h, k, s, vh, l...|106,00|2006
3248|hyvä|on|G2007|5/6|kt|Kruununhaka|755000|6927|4|h, avok, kh, k...|109,00|1892
3249|tyyd.|ei|E|1/2|rt|Konala|320000|2909|5|h, k, s, |110,00|1974
3250|tyyd.|on|D|2/4|kt|Herttoniemi|340000|3908|4|h, k, kph, las...|87,00|1955
3251|hyvä|ei|D2007|1/1|rt|Ala-tikkurila|289000|2919|4|h, k, s, wc, piha|99,00|1980
3252|hyvä|ei||1/2|rt|Vuosaari|351500|3255|4| h, k, kph, s,...|108,00|1984
3253|hyvä|ei|E|1/1|ok|Landbo|439000|2966|5| h, k, rt, khh...|148,00|1999
3254|huono|on||5/5|kt|Etu-Töölö|1280000|6337|5|h, k, kh, eril...|202,00|1911
3255|tyyd.|on|F|4/5|kt|Pukinmäki|213000|2566|4|h, k, s, wc, p|83,00|1980
3256|tyyd.|on|D2007|3/5|kt|Munkkiniemi|780000|5932|5| h, halli, k, ...|131,50|1936
3257|tyyd.|ei|E|-1/2|rt|Ala-tikkurila|265000|2865|4|h+k+kph+s+las....|92,50|1989
3258|hyvä|ei|E|-1/2|rt|Heikinlaakso|250000|2660|4|h, k, s|94,00|1979
3259|hyvä|on|D|8/8|kt|Viikinmäki|388000|3804|4|h+k+s|102,00|2005
3260|hyvä|ei||-1/3|rt|Vartioharju|450000|3863|4|h, avokeitti...|116,50|2007
3261|tyyd.|on|G|4/5|kt|Taka-töölö|1030000|6398|4|h, k, ph, kph, wc|161,00|1930
3262|hyvä|ei|D|1/2|rt|Puistola|395000|1717|4|-5h, k, 2xkph/...|230,00|1989
3263|hyvä|ei|G|-1/2|rt|Tammisalo|430000|4127|4| huonetta , av...|104,20|1961
3264|tyyd.|on||4/8|kt|Vuosaari|211000|1835|5|h, k, kph, eri...|115,00|1969
3265|tyyd.|ei|D|2/2|rt|Jollas|360000|2813|4|h+avok+s+kph+w...|128,00|1986
3266|hyvä|ei|E|1/2|rt|Jollas|751000|4418|7|h,k,s, khh,ter...|170,00|1954
3267|hyvä|ei|E|2/2|rt|Tapaninvainio|319000|2900|5|h, k|110,00|1989
3268|tyyd.|on|D2007|2/4|kt|Munkkivuori|445000|3739|5| h, k, rt, kph...|119,00|1962
3269|hyvä|ei||1/2|rt|Puistola|355000|2399|4|h, k, s, tkh|148,00|1991
3270|hyvä|on||5/5|kt|Ullanlinna|2650000|11991|7|h, k, 3 kph, e...|221,00|1915
3271|hyvä|ei||1/3|kt|Vuosaari|215000|2756|4|h, k, wc, kph, p|78,00|1967
3272|hyvä|ei|D|-1/3|rt|Rastila|389000|3137|5|h, k, 2xkph, s...|124,00|2000
3273|hyvä|ei|F|2/4|kt|Keski-Töölö|710000|6174|4| h, k, ruokasa...|115,00|1939
3274|hyvä|ei|D|1/3|rt|Ramsinranta|455000|3699|4|h, k, s, ty...|123,00|2008
3275|hyvä|ei|F2007|3/3|kt|Vuosaari|210000|2625|4|h, k, lasitett...|80,00|1965
3276|hyvä|ei|A|1/2|rt|Myllykylä|335000|3490|4|h+k+s|96,00|2013
3277|hyvä|ei||1/1|rt|Marjaniemi|595000|3839|4|h+k+khh+s 155m...|155,00|1989
3278|tyyd.|ei||2/5|kt|Punavuori|540000|4426|5|h,k,pke|122,00|1927
3279|tyyd.|ei||-1/2|rt|Kulosaari|595000|4250||h, rt, k, 3mh,...|140,00|1980
3280|tyyd.|ei||3/3|rt|Etelä-haaga|635000|2228|7|h, k, 2xp, s, ...|285,00|1962
3281|hyvä|ei|E|-1/2|rt|Vesala|228000|2533|4|h, k, s, parveke|90,00|1988
